source_pdf,source_type,page_number,meeting_date,body_name,file_number,item_title,item_description,action_taken,department,policy_area,priority_signal,amount,ward,source_url,agenda_url,video_url,notes,classification_confidence
Council-Proceedings-011526.pdf,council_proceedings,2,2026-01-15,Minneapolis City Council,2025-061,"Amending Title 11 of the Minneapolis Code of Ordinances relating to Health and Sanitation, by adding","By Chughtai, Chavez, and Chowdhury Intro & 1st Reading: 2/8/2024 and 11/20/2025 Ref to: COW 2nd Reading: 12/11/2025 Amending Title 11 of the Minneapolis Code of Ordinances relating to Health and Sanitation, by adding a new Chapter 237 relating to Temporary Homeless Encampments. The City Council of the City of Minneapolis do ordain as follows: Section 1. That the Minneapolis Code of Ordinances be amended by adding thereto a new Chapter 237 to read as follows: CHAPTER 237. TEMPORARY HOMELESS ENCAMPMENTS 237.10. Definitions. The following words and phrases used in this chapter shall have the meanings set forth below: Adequate alternative housing or shelter space means a housing facility in the city that provides shelter, sanitation, and other forms of support. Community partners mean local government and nonprofit organizations that provide free housing support services to Minneapolis residents. City Council Proceedings – January 15, 2026 16 Encampment means a grouping of tents, tent-like structures, or temporary structures that are located on property owned by the City of Minneapolis, which appear to be occupied by individuals experiencing unsheltered homelessness, for the purposes o",Other / unclear,,Housing,ordinance,,,https://lims.minneapolismn.gov/Download/CommitteeReport/4646/Council-Proceedings-011526.pdf,https://lims.minneapolismn.gov/MarkedAgenda/Council/5782,https://youtube.com/watch?v=XUzPrAFYrvY,Auto-extracted from uploaded official proceedings PDF; classification is heuristic and should be reviewed.,low
