meeting_id,meeting_date,body_name,source_url,item_id,agenda_section,agenda_order,file_number,item_title,item_description,policy_area,action_taken,coding_status,reviewer_notes
council-2026-04-08,2026-04-08,Minneapolis City Council,https://lims.minneapolismn.gov/MarkedAgenda/Council/5892,council-2026-04-08-2026-00351,New Business,1,2026-00351,Alternative municipal revenues: Guidehouse presentation,"Receiving and filing a report from Guidehouse, Inc. related to alternative municipal revenue sources.","Budget, taxes, procurement, and finance",Received and filed,agenda_coded,"Real agenda item captured from official marked agenda; video timestamp segmentation is still pending."
